gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
1880509184	StillImage	image/jpeg	https://static.inaturalist.org/photos/19919770/original.jpg?1529333873	https://www.flickr.com/photos/74738817@N07/42160175444/			2018-06-17T01:05:03Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1880498020	StillImage	image/jpeg	https://static.inaturalist.org/photos/19850462/original.jpeg?1529234834	https://www.inaturalist.org/photos/19850462			2018-06-17T19:46:02Z	bonama		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	bonama
1880489708	StillImage	image/jpeg	https://static.inaturalist.org/photos/19800143/original.jpeg?1529167778	https://www.inaturalist.org/photos/19800143			2018-06-16T23:33:35Z	Jeremy Barker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Barker
1880489708	StillImage	image/jpeg	https://static.inaturalist.org/photos/19800164/original.jpeg?1529167799	https://www.inaturalist.org/photos/19800164			2018-06-16T23:33:54Z	Jeremy Barker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Barker
1880489708	StillImage	image/jpeg	https://static.inaturalist.org/photos/19800172/original.jpeg?1529167812	https://www.inaturalist.org/photos/19800172			2018-06-16T23:34:21Z	Jeremy Barker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Barker
1880488240	StillImage	image/jpeg	https://static.inaturalist.org/photos/19790402/original.jpg?1529156145	https://www.inaturalist.org/photos/19790402			2018-06-16T15:58:01Z	Thomas Schreiter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Thomas Schreiter
1880480862	StillImage	image/jpeg	https://static.inaturalist.org/photos/19746699/original.jpeg?1529078844	https://www.inaturalist.org/photos/19746699			2018-06-15T22:46:35Z	kannibalente		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	kannibalente
1880480862	StillImage	image/jpeg	https://static.inaturalist.org/photos/19746704/original.jpeg?1529078854	https://www.inaturalist.org/photos/19746704			2018-06-15T22:46:04Z	kannibalente		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	kannibalente
1880480862	StillImage	image/jpeg	https://static.inaturalist.org/photos/19746709/original.jpeg?1529078862	https://www.inaturalist.org/photos/19746709			2018-06-15T22:45:40Z	kannibalente		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	kannibalente
1880480411	StillImage	image/jpeg	https://static.inaturalist.org/photos/19744265/original.jpg?1529075175	https://www.inaturalist.org/photos/19744265			2018-06-15T14:44:57Z	Jean-Paul Wolff		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jean-Paul Wolff
1880472532	StillImage	image/jpeg	https://static.inaturalist.org/photos/19428115/original.jpeg?1528577365	https://www.inaturalist.org/photos/19428115			2018-06-09T22:12:09Z	Jakob Fahr		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jakob Fahr
1880470289	StillImage	image/jpeg	https://static.inaturalist.org/photos/19173190/original.jpeg?1528215441	https://www.inaturalist.org/photos/19173190			2018-06-02T23:57:54Z	Grzegorz Grzejszczak		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Grzegorz Grzejszczak
1880468140	StillImage	image/jpeg	https://static.inaturalist.org/photos/18875757/original.jpg?1527773505	https://www.inaturalist.org/photos/18875757			2018-05-30T09:07:26Z	lisasteinert		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	lisasteinert
1850992526	StillImage	image/jpeg	https://static.inaturalist.org/photos/8850794/original.jpeg?1499262712	https://www.inaturalist.org/photos/8850794			2017-07-05T16:05:29Z	Jeremy Barker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Barker
